1  0  
0.00222875  0.994363  
0.00443548  0.955193  
0.00344608  0.974188  
0.0310245  0.835264  
0.595237  0.231961  
0.119658  0.659029  
0.0361771  0.824485  
0.012839  0.910236  
0.00270934  0.980754  
0.586445  0.23944  
0.128552  0.647675  
0.124454  0.652714  
0.254643  0.498599  
0.0286226  0.841072  
0.85753  0.0757879  
0.261381  0.491819  
0.434406  0.343165  
0.0131547  0.896994  
0.394932  0.374222  
0.0253739  0.849835  
0.751784  0.135987  
0.00550813  0.943993  
0.132819  0.640625  
0.221956  0.533045  
0.758703  0.131459  
0.695023  0.172455  
0.0610403  0.759747  
0.773789  0.125095  
0.850572  0.0796063  
0.666865  0.185598  
0.227186  0.525571  
0.528881  0.275386  
0.0079275  0.931562  
0.00921624  0.920906  
0.0741903  0.733629  
0.442365  0.340287  
0.11637  0.667183  
0.0582233  0.768178  
0.432939  0.350698  
0.662204  0.190865  
0.290108  0.464569  
0.15472  0.610487  
0.687575  0.174021  
0.809132  0.102298  
0.310355  0.444474  
0.789222  0.115948  
0.799022  0.111305  
0.305669  0.449654  
0.021581  0.867154  
0.0672887  0.748075  
0.411188  0.362083  
0.780602  0.120942  
0.988046  0.00660384  
0.524114  0.281065  
0.91927  0.0439975  
0.74666  0.13852  
0.458741  0.325851  
0.45398  0.32853  
0.234345  0.519919  
0.98045  0.011097  
0.735893  0.14517  
0.13591  0.63613  
0.182979  0.579147  
0.792105  0.112226  
0.178958  0.583755  
0.682199  0.175437  
0.103917  0.683434  
0.87237  0.0699333  
0.0100889  0.916016  
0.720097  0.155536  
0.198497  0.55964  
0.108977  0.67475  
0.730984  0.147791  
0.0859001  0.713278  
0.444744  0.336637  
0.94065  0.0311792  
0.678848  0.17966  
0.0224438  0.860542  
0.906045  0.0499349  
0.548787  0.265535  
0.246184  0.507467  
0.0152273  0.892876  
0.107018  0.679899  
0.325762  0.431759  
0.151833  0.614611  
0.914415  0.047644  
0.875694  0.0669376  
0.967826  0.0179327  
0.0239719  0.855543  
0.392262  0.380445  
0.0794142  0.727665  
0.715237  0.157776  
0.186646  0.571011  
0.342659  0.418342  
0.0890334  0.708879  
0.142766  0.625173  
0.706526  0.16164  
0.268255  0.486244  
0.0917819  0.705788  
0.542783  0.266836  
